Frame,radarX,radarY,R1X,R1Y,R2X,R2Y,R3X,R3Y,R4X,R4Y,R5X,R5Y,DiffX5,DiffY5
394,-549.854,4121.84,292.998,3148.44,170.097,4148.01,55.8323,5213.42,-57.3963,6347.13,-277.63,7348.66,7898.514,-4399.47
395,-550.74,4131.84,293.263,3148.52,170.185,4148.14,55.8783,5213.4,-56.7353,6347.15,-277.748,7348.96,7899.7,-4409.588
396,-551.464,4141.88,293.282,3148.53,170.246,4148.12,55.9395,5213.42,-57.933,6347.32,-277.6,7348.96,7900.424,-4419.48
397,-552.748,4151.77,292.957,3148.44,170.068,4148.02,55.8036,5213.39,-57.5146,6347.24,-277.875,7348.61,7901.358,-4429.645
398,-554.169,4161.37,293.199,3148.48,170.102,4148.04,55.7933,5213.34,-58.2621,6347.21,-278.002,7348.78,7902.949,-4439.372
399,-555.995,4171.65,293.263,3148.5,170.472,4147.99,55.8879,5213.48,-58.1325,6347.41,-277.706,7349.04,7905.035,-4449.356
400,-557.805,4182.09,292.988,3148.93,170.233,4148.16,56.0686,5213.54,-59.7931,6347.65,-277.238,7348.92,7906.725,-4459.328
401,-559.256,4191.69,292.969,3148.63,170.163,4147.82,55.7691,5213.23,-57.3165,6346.98,-277.987,7348.55,7907.806,-4469.677
402,-560.529,4201.72,293.222,3148.29,170.079,4147.92,55.6075,5213.29,-58.494,6347.34,-277.964,7348.83,7909.359,-4479.684
403,-561.1,4212.12,293.323,3148.64,170.423,4148.24,55.6303,5213.26,-57.8367,6347.4,-277.512,7349.09,7910.19,-4489.632
404,-562.331,4221.69,292.776,3148.53,171.406,4149.14,55.3977,5213.07,-57.4335,6347.25,-277.78,7348.75,7911.081,-4499.47
405,-563.919,4231.19,293.048,3148.56,171.274,4149.01,55.3475,5213.04,-66.6116,6351.15,-277.916,7348.49,7912.409,-4509.106
406,-565.317,4241.45,293.204,3148.71,171.718,4149.38,55.6498,5213.22,-65.6668,6351.19,-277.235,7349.03,7914.347,-4518.685
407,-567.213,4251.52,292.817,3148.71,171.4,4149.36,55.3774,5213.17,-66.0988,6351.36,-277.657,7348.97,7916.183,-4529.177
408,-568.261,4261.32,293.24,3148.34,171.39,4149.03,55.3637,5213.02,-66.5349,6351.13,-278.104,7348.69,7916.951,-4539.424
409,-569.094,4271.36,293.437,3148.31,171.499,4149.17,55.4876,5213.13,-58.1492,6347.22,-277.856,7348.7,7917.794,-4549.216
410,-569.971,4281.41,293.218,3148.47,171.339,4149.42,55.3548,5213.16,-57.2242,6347.35,-277.501,7348.92,7918.891,-4558.911
411,-570.681,4290.84,293.156,3148.47,171.22,4149.44,55.585,5213.1,-57.2378,6347.11,-277.581,7348.9,7919.581,-4568.421
412,-572.288,4300.47,293.098,3148.52,171.174,4149.12,55.3882,5213.16,-57.9554,6346.14,-277.932,7348.47,7920.758,-4578.402
413,-573.672,4310.58,292.975,3148.45,171.19,4149.07,55.3838,5213.07,-58.3948,6347.39,-277.69,7349.04,7922.712,-4588.27
414,-574.935,4320.89,292.76,3148.68,171.421,4149.69,55.548,5213.25,-57.0451,6347.29,-277.596,7349.12,7924.055,-4598.486
415,-575.995,4330.65,292.623,3149.02,171.199,4149.19,55.4122,5213.1,-57.1909,6347.18,-277.818,7348.54,7924.535,-4608.468
416,-576.659,4339.82,293.027,3148.33,171.325,4149.17,55.2661,5212.94,-57.939,6346.39,-277.906,7348.6,7925.259,-4617.726
417,-577.654,4349.29,292.753,3148.8,171.47,4149.06,55.3983,5213.15,-57.9826,6347.4,-277.686,7349.04,7926.694,-4626.976
418,-577.488,4357.13,292.447,3149.25,169.289,4146.82,55.4853,5213.17,-57.1168,6347.25,-277.683,7348.89,7926.378,-4634.813
419,-577.212,4362.04,292.953,3148.46,171.269,4149.13,55.321,5212.95,-58.3385,6347.08,-278.111,7348.66,7925.872,-4640.151
420,-576.933,4365.32,292.805,3148.58,171.001,4148.26,55.3631,5213.2,-58.3883,6347.42,-277.834,7348.94,7925.873,-4643.154
421,-577.129,4366.79,292.985,3148.88,171.373,4148.67,55.6857,5213.22,-56.8159,6347.21,-277.658,7349.03,7926.159,-4644.448
422,-578.663,4366.26,292.352,3149.05,171.146,4148.55,55.3624,5213.04,-57.2781,6347.17,-277.946,7348.73,7927.393,-4644.206
423,-579.53,4364.77,292.846,3148.59,171.22,4149.22,55.3478,5213.12,-58.5061,6347.29,-277.859,7348.71,7928.24,-4642.629
424,-579.132,4363.52,292.906,3148.87,171.22,4148.24,55.5724,5213.14,-56.9344,6347.19,-277.671,7349.02,7928.152,-4641.191
425,-578.797,4362.38,292.636,3148.85,171.193,4149.38,55.3968,5213.22,-57.3,6347.34,-277.652,7348.78,7927.577,-4640.032
426,-577.98,4360.65,292.943,3148.51,171.287,4149.17,55.3438,5213.03,-59.6398,6347.36,-277.937,7348.58,7926.56,-4638.587
427,-577.696,4359.41,292.991,3148.66,172.12,4150.21,55.4955,5213.12,-58.2739,6346.99,-277.796,7348.76,7926.456,-4637.206
428,-577.774,4358.38,292.776,3148.87,171.32,4149.46,55.3743,5213.16,-57.1051,6347.32,-277.633,7349.01,7926.784,-4636.013
429,-577.723,4357.25,293.002,3148.65,171.384,4149.24,55.3766,5213.04,-58.1734,6347.16,-277.913,7348.85,7926.573,-4635.163
430,-578.022,4356.64,292.894,3148.63,171.132,4149.2,55.3906,5213.15,-58.3869,6347.33,-277.811,7348.62,7926.642,-4634.451
431,-577.702,4356.16,292.797,3148.91,171.583,4149.54,54.4114,5213.51,-57.5507,6348,-277.66,7349.12,7926.822,-4633.82
432,-577.534,4355.86,292.399,3149.12,171.566,4148.88,55.1731,5213.61,-57.2846,6347.25,-277.765,7348.91,7926.444,-4633.625
433,-577.608,4355.72,292.877,3148.48,171.137,4149.09,54.973,5213.44,-58.5471,6347.22,-277.901,7348.48,7926.088,-4633.621
434,-577.464,4355.89,292.98,3148.61,171.472,4148.71,55.0935,5213.52,-58.1265,6347.17,-277.809,7348.73,7926.194,-4633.699
435,-577.753,4356.44,292.302,3149.32,171.337,4149.53,55.1827,5213.83,-57.3706,6347.43,-277.575,7349.06,7926.813,-4634.015
436,-577.906,4356.45,292.884,3148.73,171.278,4149.27,55.7807,5213.35,-57.128,6347.15,-277.729,7348.7,7926.606,-4634.179
437,-577.943,4356.45,292.882,3148.44,171.222,4149.07,55.2376,5212.94,-58.4723,6347.05,-278.018,7348.46,7926.403,-4634.468
438,-577.804,4357.01,292.709,3148.96,171.344,4149.47,55.5228,5213.33,-59.8187,6347.72,-277.635,7348.91,7926.714,-4634.645
439,-577.535,4357.01,292.938,3148.99,171.664,4149.63,55.6623,5213.31,-57.7889,6347.38,-277.363,7349.3,7926.835,-4634.373
440,-578.002,4356.81,292.758,3148.57,171.086,4149.15,55.1662,5212.96,-57.0662,6347.04,-278.114,7348.81,7926.812,-4634.924
441,-577.816,4356.94,292.884,3148.72,171.252,4149.16,55.4908,5213.12,-58.2534,6347.27,-277.607,7348.74,7926.556,-4634.547
