Objects
100
,,Global Angle husky-radar:husky-radar,,,,,,Global Angle reflector1:reflector1,,,,,,Global Angle reflector2:reflector2,,,,,,Global Angle reflector3:reflector3,,,,,,Global Angle reflector4:reflector4,,,,,,Global Angle reflector5:reflector5,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
126,0,0.121994,0.0529422,3.35113,45.0044,521.062,555.331,-0.00603993,-0.00033278,-0.00159794,-587.612,2599.46,117.905,0.129151,0.0316649,3.41643,-792.702,3764.15,140.936,0.139747,0.0538604,3.39921,-898.97,4838.27,129.458,0.152093,0.0352214,3.30371,-931.991,5927.71,109.235,0.0172366,-0.000248845,0.00972849,-1009.1,7099.34,60.197
127,0,0.111527,0.00949602,3.36677,45.2552,526.875,554.749,-0.00612162,-0.00135392,-0.0015462,-587.582,2599.4,117.908,0.129143,0.031731,3.41655,-792.779,3764.08,140.955,0.140773,0.0547403,3.39912,-898.866,4838.07,129.399,0.151318,0.0352237,3.30406,-931.96,5927.59,109.188,0.0177873,-0.000278013,0.00943216,-1009.16,7099.32,60.2105
128,0,0.118824,0.0529427,3.36138,45.0314,531.583,555.164,-0.00596714,0.000172709,-0.00158906,-587.75,2599.27,117.962,0.129075,0.0318026,3.41658,-792.818,3763.97,140.99,0.140279,0.0538569,3.39929,-899.394,4838.33,129.42,0.150342,0.0357966,3.30378,-932.256,5927.84,109.311,0.0179552,-7.9649e-05,0.0093036,-1009.23,7099.32,60.2306
129,0,0.117276,0.0205016,3.36178,44.0935,536.663,555.33,-0.00267344,-0.00112484,0.000318534,-587.385,2599.55,117.472,0.128957,0.031919,3.41647,-792.781,3763.94,140.998,0.149042,0.0609555,3.39996,-900.341,4838.62,129.147,0.150779,0.0358819,3.30246,-932.569,5928.22,109.482,0.0169473,-1.11709e-05,0.00979512,-1009.28,7099.32,60.2394
130,0,0.123422,0.0369668,3.37056,44.1981,541.527,555.223,-0.00269298,-0.00099379,0.000356643,-587.351,2599.62,117.448,0.12893,0.031816,3.41652,-792.707,3764.03,140.979,0.146216,0.0587779,3.39954,-900.137,4838.72,129.264,0.152154,0.0355922,3.3023,-932.502,5928.26,109.491,0.017962,-0.000166953,0.010121,-1009.23,7099.33,60.2394
131,0,0.118234,0.0414995,3.36277,45.5601,545.913,555.315,-0.00590043,0.000269338,-0.00171606,-587.65,2599.44,117.932,0.129023,0.0314931,3.4164,-792.643,3764.19,140.941,0.140946,0.0547417,3.39943,-899.257,4838.5,129.448,0.15159,0.0356275,3.30347,-932.113,5927.93,109.313,0.0184671,-0.000382428,0.00985621,-1009.11,7099.37,60.2204
132,0,0.119946,0.0427655,3.37379,45.8299,550.413,555.106,-0.00620203,-0.00112994,-0.00154984,-587.514,2599.52,117.888,0.12926,0.0315523,3.41639,-792.619,3764.28,140.914,0.141883,0.0555131,3.39914,-898.841,4838.25,129.398,0.152137,0.0350949,3.30376,-931.887,5927.73,109.21,0.018928,-0.000881822,0.00988506,-1009.02,7099.41,60.2131
133,0,0.116996,0.0309128,3.35678,45.7257,555.82,554.973,-0.00624036,-0.000671791,-0.00184643,-587.633,2599.47,117.886,0.129172,0.0316964,3.41648,-792.715,3764.23,140.926,0.140347,0.0541435,3.39922,-899.131,4838.4,129.439,0.148364,0.0370682,3.30403,-932.104,5927.86,109.207,0.0190848,-0.00067063,0.00942555,-1009.06,7099.39,60.2038
134,0,0.124527,0.0116247,3.3589,45.0585,560.534,554.963,-0.00578691,0.00164254,-0.0018821,-587.907,2599.36,117.932,0.129124,0.0318571,3.41652,-792.81,3764.09,140.964,0.137074,0.0520628,3.39855,-899.733,4838.75,129.47,0.151803,0.0357138,3.30242,-932.475,5928.19,109.441,0.0180711,-0.000315338,0.0093425,-1009.17,7099.38,60.2101
135,0,0.120607,0.0338878,3.36592,45.0393,564.92,555.347,-0.00298749,-0.00138143,0.000762621,-587.455,2599.59,117.424,0.129076,0.0319569,3.41657,-792.863,3763.99,140.993,0.136971,0.0520606,3.39851,-899.968,4838.77,129.47,0.150838,0.0360933,3.30239,-932.62,5928.28,109.501,0.0162205,-6.41754e-05,0.00921427,-1009.26,7099.35,60.2446
136,0,0.12569,0.0470343,3.33491,44.5216,568.919,555.41,-0.00302742,-0.00136853,0.000800835,-587.45,2599.62,117.412,0.128919,0.0319467,3.41653,-792.828,3764,140.983,0.146926,0.0589325,3.40019,-899.792,4838.37,129.243,0.150847,0.0358242,3.30347,-932.314,5927.98,109.361,0.0154704,0.000184243,0.00928137,-1009.26,7099.34,60.2265
137,0,0.111915,0.0195679,3.35139,46.1182,573.763,555.202,-0.00629522,-0.00119068,-0.00127493,-587.606,2599.39,117.918,0.129126,0.031724,3.41644,-792.73,3764.1,140.957,0.141267,0.0550953,3.3992,-898.904,4838.14,129.414,0.151455,0.0352074,3.30417,-931.95,5927.69,109.213,0.0152993,-2.40094e-05,0.00894892,-1009.18,7099.32,60.2167
138,0,0.118723,0.0533722,3.35244,46.1904,578.379,554.984,-0.00618074,-0.000892056,-0.00164648,-587.526,2599.48,117.9,0.129013,0.0315463,3.41638,-792.611,3764.19,140.936,0.140911,0.0547749,3.39921,-898.854,4838.26,129.449,0.148474,0.0368887,3.30438,-931.958,5927.77,109.184,0.0161332,-0.000150025,0.00985697,-1009.1,7099.36,60.2352
139,0,0.12484,0.075225,3.34589,45.0841,583.219,554.659,-0.00581405,0.00140087,-0.00209217,-587.68,2599.47,117.948,0.12889,0.0315607,3.41634,-792.555,3764.18,140.939,0.146641,0.0591749,3.39998,-899.651,4838.65,129.307,0.152187,0.0356438,3.30285,-932.235,5928.09,109.397,0.017059,-0.000357372,0.00997699,-1009.08,7099.39,60.2184
140,0,0.123686,0.0236282,3.37095,45.1384,589.081,554.497,-0.00267859,-0.000814539,0.000102064,-587.266,2599.71,117.444,0.129041,0.0317214,3.41637,-792.62,3764.09,140.983,0.136769,0.0522555,3.3984,-899.819,4838.96,129.528,0.152281,0.0355514,3.30178,-932.507,5928.32,109.511,0.016912,-0.000308349,0.00983713,-1009.15,7099.4,60.228
141,0,0.122251,0.0534744,3.35032,45.5306,592.841,554.348,-0.0028159,-0.000940623,0.000247066,-587.379,2599.64,117.43,0.129087,0.0317382,3.41651,-792.77,3763.99,140.994,0.136843,0.0518827,3.3988,-899.63,4838.7,129.502,0.150732,0.0361619,3.30275,-932.444,5928.09,109.399,0.0165706,0.000340209,0.00899974,-1009.22,7099.38,60.2154
142,0,0.120676,0.0523078,3.34904,45.8682,597.889,554.148,-0.00599999,-0.000785488,-0.00147353,-587.76,2599.29,117.929,0.129036,0.0317924,3.41658,-792.896,3763.96,140.997,0.152434,0.0629043,3.40079,-899.645,4838.02,129.058,0.149966,0.035686,3.30408,-932.174,5927.7,109.233,0.0162195,-6.47405e-06,0.00835214,-1009.24,7099.32,60.2223
143,0,0.120002,0.0287817,3.347,46.7183,602.134,553.643,-0.00626855,-0.00151447,-0.00154741,-587.716,2599.32,117.903,0.129048,0.0318407,3.41663,-792.93,3764,140.99,0.146935,0.0591582,3.40028,-899.341,4837.97,129.163,0.150464,0.0353361,3.3042,-932.099,5927.65,109.201,0.0160081,0.000159556,0.00853006,-1009.21,7099.26,60.2218
144,0,0.119371,0.046512,3.36435,46.4334,608.308,554.453,-0.00622415,5.74396e-05,-0.00201169,-587.756,2599.37,117.923,0.129038,0.0318287,3.41663,-792.838,3764.05,140.971,0.14009,0.0539259,3.3994,-899.478,4838.39,129.399,0.151382,0.035271,3.30324,-932.292,5927.92,109.349,0.0174809,1.6642e-05,0.00869099,-1009.14,7099.23,60.2046
145,0,0.119677,0.034776,3.36514,45.8391,612.96,554.813,-0.00301248,-0.00139043,-2.14557e-05,-587.255,2599.72,117.426,0.129091,0.0316856,3.41653,-792.673,3764.12,140.961,0.13621,0.0515664,3.39828,-899.781,4838.84,129.507,0.151879,0.0355291,3.30216,-932.495,5928.27,109.488,0.0186582,-0.000152091,0.00974587,-1009.12,7099.27,60.1939
146,0,0.141265,0.0457856,3.37026,46.763,617.911,553.423,-0.0030199,-0.000956242,0.00049218,-587.26,2599.76,117.425,0.128937,0.031493,3.41643,-792.582,3764.13,140.956,0.137616,0.0527494,3.39874,-899.652,4838.8,129.495,0.149742,0.0369924,3.30267,-932.421,5928.23,109.427,0.0187088,-0.000607008,0.010554,-1009.13,7099.34,60.2236
147,0,0.127648,0.0213648,3.36477,47.3598,622.63,553.822,-0.00602465,-6.5971e-05,-0.00104174,-587.662,2599.43,117.928,0.129056,0.0316817,3.41638,-792.644,3764.11,140.965,0.140895,0.0545493,3.3994,-899.141,4838.4,129.428,0.151974,0.0353026,3.30368,-932.043,5927.82,109.278,0.0174513,-9.22611e-05,0.0101566,-1009.16,7099.36,60.2271
148,0,0.117442,0.0187857,3.36291,47.8672,627.71,553.582,-0.00635477,-0.00161156,-0.00092051,-587.616,2599.37,117.918,0.129085,0.0316965,3.41646,-792.757,3764.08,140.975,0.146498,0.0589555,3.39968,-899.037,4838.08,129.262,0.152054,0.0350517,3.3041,-931.92,5927.65,109.201,0.0177909,-0.000454441,0.0103499,-1009.19,7099.35,60.2378
149,0,0.117329,-0.150889,3.36294,48.2353,632.305,554.482,-0.00612536,-0.000588343,-0.00131542,-587.739,2599.35,117.907,0.129003,0.0319775,3.41651,-792.822,3764.06,140.966,0.139618,0.0533796,3.39925,-899.205,4838.35,129.429,0.150927,0.0356661,3.30389,-932.129,5927.82,109.266,0.0168129,-0.00044975,0.00950115,-1009.2,7099.35,60.227
150,0,0.126295,-0.0244265,3.36299,47.7973,637.297,552.907,-0.00560808,0.00193539,-0.00189495,-587.895,2599.35,117.941,0.129072,0.0318277,3.41655,-792.799,3764.07,140.957,0.149262,0.0609309,3.40011,-900.185,4838.59,129.148,0.152172,0.0355553,3.30253,-932.465,5928.19,109.463,0.0170759,0.000119334,0.00933175,-1009.25,7099.33,60.2431
151,0,0.120641,0.0309305,3.36743,47.7674,642.413,553.504,-0.00271427,-0.0010733,0.000235085,-587.32,2599.69,117.409,0.12903,0.0317237,3.41659,-792.725,3764.08,140.953,0.138478,0.0532503,3.39865,-899.896,4838.76,129.432,0.151725,0.035897,3.30234,-932.527,5928.26,109.476,0.0183739,3.73437e-05,0.00932925,-1009.23,7099.31,60.2308
152,0,0.130076,0.150603,3.35731,48.8707,647.248,552.495,-0.00284475,-0.00103004,0.000154056,-587.276,2599.72,117.401,0.129004,0.0317248,3.41651,-792.655,3764.08,140.954,0.140339,0.0542199,3.39935,-899.368,4838.45,129.437,0.152049,0.0353026,3.30336,-932.2,5927.95,109.332,0.0179872,7.97539e-05,0.00950498,-1009.19,7099.3,60.217
153,0,0.116094,0.00893173,3.36312,49.1741,652.176,552.935,-0.00620618,-0.000948686,-0.00139298,-587.547,2599.42,117.914,0.128985,0.0318167,3.41647,-792.638,3764.09,140.961,0.141828,0.055714,3.39938,-898.93,4838.17,129.363,0.150818,0.0356043,3.3043,-931.96,5927.7,109.185,0.0171687,-0.000374957,0.00916686,-1009.14,7099.35,60.2104
154,0,0.118896,0.0552233,3.35679,49.0533,656.294,553.156,-0.00617312,-0.000663425,-0.00168701,-587.628,2599.39,117.916,0.129125,0.0314821,3.41645,-792.707,3764.1,140.947,0.139312,0.0533503,3.39908,-899.005,4838.35,129.444,0.151709,0.0352763,3.30377,-932.019,5927.79,109.243,0.0153078,-4.41026e-05,0.00869754,-1009.14,7099.35,60.2152
155,0,0.12567,0.0667635,3.34363,47.8163,661.102,552.955,-0.00580809,0.00154376,-0.00206132,-587.836,2599.37,117.962,0.129125,0.0317035,3.41642,-792.772,3764.14,140.968,0.146328,0.0587914,3.3998,-899.899,4838.78,129.262,0.149178,0.0370435,3.30284,-932.422,5928.21,109.39,0.0151705,-0.000303986,0.00937994,-1009.17,7099.38,60.2198
156,0,0.126375,0.0722692,3.34794,47.3182,666.758,552.792,-0.0032062,-0.00154898,6.67986e-05,-587.363,2599.68,117.428,0.129151,0.0317211,3.4164,-792.842,3764.16,140.944,0.136483,0.0515992,3.39827,-899.951,4839.03,129.483,0.152199,0.0357898,3.30165,-932.577,5928.4,109.517,0.0156692,-0.000247193,0.00957736,-1009.23,7099.41,60.2367
157,0,0.125434,0.0226494,3.37251,48.4724,672.628,552.387,-0.00310786,-0.00131776,0.00026351,-587.374,2599.69,117.437,0.129291,0.0315873,3.41654,-792.828,3764.16,140.945,0.15026,0.0616969,3.40049,-899.994,4838.53,129.152,0.150908,0.0361892,3.3029,-932.363,5928.09,109.38,0.0163405,-0.000456914,0.00936431,-1009.23,7099.41,60.2314
158,0,0.120442,0.0486129,3.36313,49.5477,677.21,552.392,-0.00631797,-0.000898835,-0.00118894,-587.647,2599.42,117.908,0.128998,0.0317905,3.41656,-792.782,3764.09,140.955,0.152431,0.0631254,3.40076,-899.435,4838.02,129.058,0.151534,0.0352356,3.30403,-932.035,5927.67,109.198,0.0167935,-0.000206819,0.0083406,-1009.18,7099.37,60.1973
159,0,0.115577,0.0244509,3.36301,49.6903,682.064,552.07,-0.00623252,-0.000993565,-0.000849628,-587.591,2599.41,117.896,0.128928,0.0317665,3.41654,-792.726,3763.99,140.979,0.141904,0.0554189,3.39933,-898.957,4838.03,129.34,0.151009,0.0354073,3.30423,-932.019,5927.62,109.173,0.0171582,-0.000136339,0.00822591,-1009.14,7099.29,60.2002
160,0,0.122304,0.0438101,3.36804,49.223,686.697,552.379,-0.00605286,0.000986186,-0.00112149,-587.731,2599.37,117.954,0.128787,0.0317089,3.4165,-792.682,3763.94,140.999,0.146593,0.0590598,3.40031,-899.718,4838.37,129.222,0.151209,0.0356391,3.30335,-932.297,5927.93,109.321,0.0165143,-0.000221192,0.00865221,-1009.13,7099.28,60.1977
161,0,0.122784,0.0501569,3.36302,48.713,691.753,552.538,-0.00292072,-0.0010287,0.000405567,-587.34,2599.65,117.427,0.129213,0.0318083,3.4165,-792.723,3763.99,140.98,0.137947,0.0526892,3.39846,-899.891,4838.83,129.47,0.152338,0.0355608,3.30198,-932.552,5928.25,109.491,0.0163865,-0.000181956,0.00884207,-1009.16,7099.29,60.1966
162,0,0.122651,0.0276553,3.36065,49.047,696.778,552.248,-0.00283692,-0.00125204,7.56059e-06,-587.388,2599.65,117.44,0.129069,0.0316397,3.41647,-792.803,3764.1,140.968,0.137878,0.0525761,3.39869,-899.705,4838.78,129.464,0.149155,0.037271,3.30274,-932.471,5928.18,109.393,0.0161004,-0.000142216,0.0100529,-1009.22,7099.35,60.2238
163,0,0.129431,0.0236989,3.36908,50.3876,701.704,551.609,-0.00602761,-0.000773905,-0.00203958,-587.728,2599.37,117.938,0.129234,0.0316769,3.41641,-792.854,3764.17,140.96,0.140707,0.0542063,3.39931,-899.142,4838.36,129.42,0.151671,0.0353594,3.30362,-932.068,5927.78,109.252,0.0167037,-0.000882298,0.0106821,-1009.24,7099.36,60.2296
164,0,0.123677,0.068534,3.36213,51.1471,706.463,551.461,-0.00608381,-0.00162819,-0.00185305,-587.603,2599.39,117.912,0.129213,0.0317439,3.41647,-792.809,3764.16,140.95,0.152142,0.063054,3.40059,-899.271,4838.01,129.08,0.151636,0.035227,3.30406,-931.936,5927.65,109.181,0.0179691,-0.000711561,0.0108281,-1009.22,7099.34,60.2232
165,0,0.122938,-0.000403529,3.36221,50.9858,711.134,552.106,-0.00580102,8.23776e-05,-0.00190573,-587.652,2599.4,117.945,0.129032,0.0316605,3.41644,-792.686,3764.09,140.971,0.13901,0.0529582,3.39908,-899.215,4838.42,129.46,0.151276,0.0354399,3.30356,-932.139,5927.86,109.297,0.0185566,-0.000725703,0.00974588,-1009.15,7099.28,60.1942
166,0,0.117436,-0.00195434,3.37092,49.9948,716.139,551.651,-0.00286411,-0.000985423,0.000419748,-587.236,2599.71,117.416,0.128879,0.031576,3.41647,-792.582,3764.03,140.97,0.137679,0.0527589,3.39856,-899.824,4838.79,129.459,0.1518,0.0354612,3.3022,-932.482,5928.27,109.488,0.0181012,-0.000349095,0.00929684,-1009.12,7099.27,60.2151
167,0,0.129114,0.0589239,3.3582,50.3173,720.955,552.544,-0.00286562,-0.000976483,0.000464682,-587.26,2599.69,117.401,0.128968,0.0316446,3.41647,-792.622,3764.04,140.962,0.136012,0.0514538,3.39834,-899.809,4838.83,129.484,0.151153,0.0361309,3.30214,-932.514,5928.29,109.474,0.0177789,0.00011865,0.0089416,-1009.15,7099.27,60.1982
168,0,0.127556,0.0207101,3.35755,51.5676,726.047,552.52,-0.00607239,0.000216938,-0.00169545,-587.727,2599.36,117.919,0.12928,0.0317846,3.41652,-792.768,3764.09,140.926,0.139748,0.0534946,3.39922,-899.372,4838.42,129.408,0.151078,0.0357308,3.30354,-932.204,5927.91,109.306,0.017375,-0.000216829,0.00917022,-1009.18,7099.32,60.1993
169,0,0.122344,0.0430406,3.36296,51.3471,730.189,551.496,-0.00644191,-0.00190693,-0.00137572,-587.689,2599.35,117.876,0.129306,0.031813,3.41653,-792.905,3764.13,140.926,0.141571,0.0550698,3.39932,-899.004,4838.09,129.332,0.15047,0.0355575,3.30427,-932.015,5927.66,109.184,0.0171943,-0.000204525,0.00963632,-1009.2,7099.33,60.2113
170,0,0.111118,0.0505774,3.36864,51.4165,735.579,551.813,-0.00632078,-0.00120152,-0.00149762,-587.781,2599.32,117.9,0.129247,0.0316504,3.41661,-792.925,3764.11,140.939,0.139334,0.0531094,3.3991,-899.148,4838.26,129.403,0.150231,0.0359563,3.30408,-932.127,5927.77,109.229,0.0174835,-0.000425648,0.00991754,-1009.24,7099.33,60.218
171,0,0.127481,0.0566869,3.36182,50.5816,740.004,551.893,-0.00577741,0.00159605,-0.00189635,-587.91,2599.35,117.96,0.129006,0.0317854,3.41643,-792.789,3764.05,140.972,0.138012,0.0524578,3.39865,-899.694,4838.7,129.469,0.151504,0.0358007,3.30266,-932.433,5928.13,109.44,0.0173411,-0.000342084,0.0101493,-1009.25,7099.34,60.2497
172,0,0.129184,0.0230713,3.36332,49.9284,744.685,551.306,-0.00280912,-0.000666814,0.000425697,-587.306,2599.71,117.441,0.128886,0.0316241,3.41641,-792.615,3764.03,140.973,0.138054,0.0529923,3.39854,-899.863,4838.89,129.489,0.151944,0.0358382,3.30191,-932.497,5928.3,109.508,0.0165691,-1.76179e-05,0.0094681,-1009.19,7099.32,60.232
173,0,0.128723,0.0645744,3.36124,50.7748,749.797,551.975,-0.00275572,-0.000574423,0.000399645,-587.227,2599.76,117.429,0.128854,0.0316256,3.4164,-792.517,3764.08,140.955,0.139169,0.0535145,3.39924,-899.344,4838.59,129.498,0.152097,0.0355555,3.30306,-932.182,5928.02,109.384,0.0164323,-0.000203811,0.00915151,-1009.11,7099.35,60.2286
174,0,0.130106,0.0208298,3.35866,52.2003,754.734,552.266,-0.00616878,-0.000751622,-0.00124571,-587.49,2599.48,117.903,0.128989,0.0316528,3.41633,-792.548,3764.16,140.932,0.141216,0.0550374,3.39917,-898.796,4838.21,129.433,0.151542,0.0354904,3.30418,-931.881,5927.72,109.212,0.0151105,-0.000244642,0.00873716,-1009.08,7099.38,60.2076
175,0,0.11338,0.0885371,3.36873,51.5547,759.265,551.743,-0.006296,-0.00122742,-0.0014402,-587.558,2599.44,117.885,0.129086,0.0315625,3.41645,-792.693,3764.17,140.933,0.140247,0.0541449,3.39919,-898.873,4838.26,129.424,0.151532,0.0352712,3.30406,-931.926,5927.74,109.224,0.0163561,-0.000187688,0.00870941,-1009.11,7099.39,60.2096
176,0,0.12562,-0.00589181,3.3616,50.4448,763.894,551.386,-0.00587428,0.000785039,-0.00221288,-587.841,2599.33,117.938,0.129043,0.0316879,3.41659,-792.847,3764.13,140.943,0.138791,0.0531141,3.39911,-899.581,4838.66,129.451,0.151559,0.0356949,3.30279,-932.333,5928.09,109.411,0.0162243,-0.000588941,0.0095235,-1009.19,7099.4,60.2218
177,0,0.147302,0.00150588,3.36714,50.7284,768.927,551.096,-0.00272453,-0.00156435,-0.000102145,-587.43,2599.58,117.44,0.129082,0.0318625,3.41654,-792.905,3764.07,140.97,0.137807,0.0524632,3.3986,-900.119,4838.93,129.427,0.151243,0.0359697,3.3017,-932.658,5928.36,109.514,0.0168823,-0.000242993,0.0100904,-1009.23,7099.37,60.2247
178,0,0.11229,0.0100036,3.37879,50.385,775.071,551.978,-0.00293242,-0.00141051,5.68623e-07,-587.436,2599.6,117.443,0.129188,0.0317746,3.41652,-792.887,3764.03,140.973,0.139161,0.0535285,3.39889,-899.841,4838.69,129.414,0.151446,0.035726,3.30242,-932.511,5928.12,109.428,0.0167755,-0.000349124,0.00976189,-1009.23,7099.32,60.2147
179,0,0.122281,0.0650229,3.36445,51.6311,778.197,550.698,-0.00588977,-0.000549718,-0.00186287,-587.678,2599.38,117.914,0.129179,0.0317797,3.41649,-792.798,3764.05,140.966,0.140764,0.054423,3.39939,-899.144,4838.22,129.388,0.149381,0.0361782,3.304,-932.14,5927.71,109.195,0.0168333,-0.000263641,0.0089682,-1009.15,7099.27,60.2004
180,0,0.12919,0.0607082,3.35992,52.4898,782.96,551.034,-0.0060929,-0.00131441,-0.0018667,-587.536,2599.42,117.898,0.128974,0.0318125,3.41656,-792.698,3764.08,140.951,0.140266,0.0544877,3.39905,-898.824,4838.09,129.398,0.151532,0.0351372,3.30396,-931.95,5927.61,109.167,0.0168379,-0.000375067,0.00892351,-1009.1,7099.28,60.2039
181,0,0.117275,0.0121474,3.35906,51.8804,787.741,551.211,-0.00605731,0.000101472,-0.0019347,-587.652,2599.41,117.925,0.129015,0.031657,3.41646,-792.664,3764.08,140.947,0.140061,0.0540928,3.39937,-899.299,4838.44,129.438,0.151731,0.0353506,3.30341,-932.171,5927.9,109.316,0.0177907,-0.000550164,0.00922257,-1009.12,7099.31,60.2072
182,0,0.116857,0.0458665,3.36444,50.9166,792.317,551.009,-0.00294998,-0.00126581,0.000508043,-587.338,2599.66,117.43,0.129109,0.0318897,3.41647,-792.71,3764.07,140.958,0.13657,0.0516544,3.39828,-899.84,4838.85,129.483,0.151946,0.0355926,3.30218,-932.523,5928.28,109.479,0.0178491,4.37718e-05,0.00951769,-1009.19,7099.33,60.2082
183,0,0.11786,0.0461456,3.36417,51.0479,797.096,550.907,-0.00269354,-0.00114787,0.000487349,-587.421,2599.62,117.442,0.129022,0.0320126,3.41655,-792.78,3764.04,140.969,0.13768,0.0523398,3.39864,-899.833,4838.76,129.473,0.151645,0.0356381,3.30251,-932.516,5928.21,109.478,0.0178071,-9.24801e-05,0.00987366,-1009.25,7099.35,60.2446
184,0,0.123543,0.0564913,3.35444,51.9363,802.746,550.741,-0.00578028,-0.000125897,-0.00124604,-587.777,2599.34,117.938,0.129018,0.0319974,3.41651,-792.825,3764.03,140.98,0.152001,0.0624295,3.40063,-899.688,4838.15,129.104,0.151255,0.0355093,3.30386,-932.164,5927.8,109.28,0.0172465,-0.000153529,0.0103,-1009.24,7099.35,60.2306
185,0,0.101781,-0.0213312,3.37647,53.0488,808.498,550.099,-0.0061124,-0.00166545,-0.00140021,-587.599,2599.41,117.92,0.129017,0.0318045,3.41646,-792.784,3764.05,140.967,0.140967,0.0548159,3.39911,-898.825,4838.01,129.381,0.151209,0.0352193,3.30431,-931.946,5927.58,109.173,0.0172557,-0.000281247,0.00942377,-1009.15,7099.28,60.213
186,0,0.109651,0.036097,3.38109,52.0164,812.961,550.067,-0.00599468,-0.00033255,-0.00171049,-587.608,2599.46,117.911,0.128903,0.0316138,3.41649,-792.681,3764.11,140.972,0.141108,0.0546465,3.3994,-899.147,4838.3,129.407,0.151549,0.0353379,3.30366,-932.063,5927.76,109.253,0.0173972,-0.000388389,0.00935763,-1009.08,7099.27,60.209
187,0,0.130853,0.0486535,3.36093,50.3995,818.229,550.361,-0.002734,-0.00108914,-0.000296129,-587.225,2599.75,117.417,0.12899,0.0316258,3.41642,-792.624,3764.14,140.939,0.137689,0.0527217,3.39853,-899.7,4838.79,129.474,0.151796,0.03585,3.30225,-932.431,5928.21,109.458,0.0179034,-2.33947e-05,0.00938014,-1009.1,7099.34,60.2007
188,0,0.121099,-0.0291273,3.3578,50.9074,822.395,550.294,-0.00268689,-0.000980531,-0.000355465,-587.28,2599.71,117.439,0.129163,0.0315623,3.41645,-792.66,3764.15,140.962,0.148405,0.0602205,3.39982,-900.332,4838.82,129.202,0.152135,0.0355915,3.30182,-932.545,5928.36,109.537,0.0179355,-0.000170922,0.00929093,-1009.17,7099.37,60.2388
189,0,0.117601,0.0382012,3.36768,51.68,826.391,550.351,-0.00278516,-0.00106242,-8.62627e-05,-587.365,2599.64,117.433,0.129078,0.0317387,3.41652,-792.767,3764.12,140.967,0.146935,0.0589431,3.40011,-899.766,4838.48,129.244,0.151224,0.0357022,3.30325,-932.28,5928.04,109.376,0.0171408,-0.000403113,0.00975184,-1009.25,7099.41,60.2322
190,0,0.121113,0.00267874,3.36623,52.1708,831.602,549.735,-0.00614858,-0.00151325,-0.00146771,-587.664,2599.33,117.917,0.128941,0.0317117,3.41651,-792.812,3764.09,140.963,0.140136,0.0541081,3.39903,-898.94,4838.13,129.403,0.150931,0.0352075,3.30447,-931.997,5927.7,109.237,0.0160563,-8.10677e-05,0.00938427,-1009.23,7099.36,60.2439
191,0,0.125103,-0.0113508,3.36597,52.7872,836.379,550.051,-0.00598823,-0.00112005,-0.00173954,-587.638,2599.34,117.919,0.12907,0.0317956,3.41651,-792.774,3764.09,140.98,0.139968,0.0540889,3.39932,-899.008,4838.24,129.398,0.150729,0.0357503,3.30415,-932.015,5927.75,109.228,0.015893,-8.32709e-05,0.00939065,-1009.19,7099.33,60.2378
192,0,0.119378,0.0377695,3.36546,52.1099,840.679,549.93,-0.00587099,0.00147657,-0.00206885,-587.76,2599.39,117.934,0.129031,0.0314499,3.41644,-792.651,3764.09,140.954,0.139821,0.0540744,3.39904,-899.578,4838.69,129.441,0.151179,0.0360796,3.30268,-932.335,5928.12,109.413,0.0160441,-2.37349e-06,0.00917601,-1009.15,7099.32,60.2234
193,0,0.120311,0.0327336,3.36277,51.6124,845.645,549.794,-0.00296833,-0.000919857,0.000382993,-587.248,2599.73,117.395,0.128903,0.0315725,3.41641,-792.58,3764.1,140.958,0.148161,0.0605131,3.39992,-900.304,4838.85,129.185,0.152236,0.0357968,3.30157,-932.53,5928.35,109.516,0.017312,-0.000140225,0.00934414,-1009.13,7099.35,60.2158
194,0,0.128115,0.0590444,3.36094,52.6962,850.813,549.859,-0.00284359,-0.000877163,0.000504092,-587.307,2599.71,117.396,0.129282,0.0315032,3.41646,-792.644,3764.06,140.958,0.15014,0.0618079,3.40053,-899.988,4838.51,129.14,0.151345,0.0358913,3.3028,-932.352,5928.07,109.392,0.0175386,7.94085e-05,0.00904385,-1009.15,7099.37,60.2028
195,0,0.115937,-0.00236856,3.36232,53.7729,855.414,549.669,-0.00617678,-0.000997914,-0.00109927,-587.694,2599.35,117.873,0.129099,0.0318491,3.41654,-792.81,3764.02,140.962,0.141633,0.0548833,3.39929,-899.075,4838.1,129.349,0.150743,0.0355201,3.30412,-932.049,5927.66,109.211,0.0172325,-0.000255431,0.00872077,-1009.17,7099.36,60.2045
