Objects
100
,,Global Angle husky-radar:husky-radar,,,,,,Global Angle reflector1:reflector1,,,,,,Global Angle reflector2:reflector2,,,,,,Global Angle reflector3:reflector3,,,,,,Global Angle reflector4:reflector4,,,,,,Global Angle reflector5:reflector5,,,,,,
Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm,rad,rad,rad,mm,mm,mm
266,0,-0.104865,-0.0278284,-2.91151,60.9394,1196.44,546.825,-0.00581972,0.000656268,-0.00235437,-587.685,2599.45,117.904,0.129016,0.0317604,3.41653,-792.688,3764.1,140.93,0.140061,0.0542429,3.39943,-899.413,4838.46,129.421,0.145035,0.0525874,3.31094,-931.787,5928.07,109.931,0.0175765,-0.000344779,0.00875797,-1009.06,7099.32,60.1852
267,0,-0.102905,-0.0212228,-2.91715,59.974,1201.41,547.17,-0.00267176,-0.000894277,0.000311617,-587.244,2599.76,117.417,0.128791,0.0316602,3.41649,-792.609,3764.01,140.964,0.137825,0.0528735,3.3987,-899.951,4838.86,129.455,0.146344,0.0507734,3.30875,-932.155,5928.43,110.047,0.0171038,-7.57561e-05,0.00786541,-1009.1,7099.34,60.19
268,0,-0.103828,-0.016601,-2.9159,60.4837,1205.98,547.232,-0.00263524,-0.000771386,0.000521189,-587.334,2599.71,117.389,0.128903,0.0317353,3.41651,-792.68,3763.97,140.975,0.138042,0.0526549,3.39872,-899.805,4838.75,129.432,0.146468,0.0511233,3.30954,-932.063,5928.33,110.011,0.0168832,-0.000220387,0.00855372,-1009.19,7099.39,60.208
269,0,-0.105918,-0.0261511,-2.91175,62.1406,1210.33,547.043,-0.00570738,-0.000332534,-0.00114229,-587.75,2599.34,117.914,0.128997,0.0318252,3.41642,-792.799,3763.99,140.977,0.141373,0.0548126,3.39936,-899.221,4838.29,129.373,0.144894,0.0530668,3.31187,-931.64,5927.9,109.903,0.0161297,-0.000563307,0.00868168,-1009.21,7099.41,60.2183
270,0,-0.114123,-0.0478082,-2.91456,63.3321,1215.62,547.245,-0.00608508,-0.00187412,-0.00114789,-587.692,2599.33,117.884,0.129106,0.0319338,3.41655,-792.867,3764.08,140.952,0.142172,0.0556523,3.39927,-898.958,4838.12,129.332,0.144067,0.0536682,3.3126,-931.492,5927.8,109.825,0.0156447,-0.000825785,0.00911276,-1009.15,7099.42,60.2326
271,0,-0.105444,0.00202711,-2.90905,62.2386,1220.57,546.598,-0.00593723,-0.000192653,-0.00153861,-587.767,2599.38,117.909,0.129145,0.0318686,3.41648,-792.828,3764.16,140.932,0.138841,0.0530301,3.39916,-899.319,4838.54,129.448,0.144844,0.0529781,3.31138,-931.723,5928.1,109.922,0.0171395,-0.000846643,0.00964078,-1009.12,7099.39,60.2348
272,0,-0.106214,-0.00328647,-2.91001,61.367,1225.65,546.801,-0.00277665,-0.00138116,1.12481e-05,-587.292,2599.73,117.423,0.129091,0.0316523,3.41651,-792.728,3764.15,140.942,0.137257,0.0524419,3.39844,-899.897,4838.95,129.489,0.145884,0.0512234,3.30903,-932.13,5928.48,110.047,0.0177155,-0.000580475,0.00921772,-1009.1,7099.37,60.2166
273,0,-0.109097,-0.0324953,-2.92121,61.4472,1230.62,546.607,-0.00291026,-0.00117677,-0.00014842,-587.228,2599.77,117.395,0.12903,0.0317492,3.41641,-792.631,3764.1,140.954,0.136656,0.0519986,3.39834,-899.818,4838.87,129.512,0.145289,0.0515887,3.3092,-932.106,5928.43,110.04,0.0180835,-0.000545022,0.00912708,-1009.09,7099.35,60.2105
274,0,-0.106486,-0.0245205,-2.91182,63.2733,1234.52,546.203,-0.00598563,5.09932e-05,-0.00179354,-587.607,2599.45,117.927,0.128738,0.0316185,3.41649,-792.657,3764.03,140.983,0.141509,0.0551454,3.39958,-899.279,4838.31,129.414,0.144698,0.0530837,3.31156,-931.666,5927.93,109.905,0.0176588,-0.000330303,0.0086182,-1009.12,7099.32,60.2213
275,0,-0.110869,-0.00900206,-2.90792,64.0789,1239.43,545.764,-0.00627436,-0.00205741,-0.0013346,-587.538,2599.4,117.899,0.129044,0.0318337,3.41646,-792.748,3764.03,140.981,0.140322,0.0545639,3.3991,-898.707,4837.94,129.417,0.144533,0.0536663,3.31292,-931.411,5927.63,109.811,0.0167105,-0.000206562,0.00878408,-1009.17,7099.28,60.1983
276,0,-0.108675,-0.0490919,-2.91062,63.3414,1244.09,546.08,-0.00596199,-0.00122941,-0.00128393,-587.64,2599.37,117.907,0.129151,0.0319418,3.41651,-792.799,3764.07,140.968,0.141027,0.054556,3.39927,-899.038,4838.2,129.387,0.142818,0.0544134,3.31244,-931.569,5927.84,109.851,0.017842,-0.000756499,0.00942198,-1009.2,7099.34,60.2248
277,0,0.0474881,0.524209,0.433555,-1048.09,7026.9,48.5526,-0.00273044,-0.00128843,0.00023449,-587.361,2599.63,117.391,0.129006,0.0317016,3.41643,-792.767,3764.16,140.939,0.138595,0.0528963,3.39882,-899.722,4838.79,129.463,0.146137,0.0516917,3.30988,-931.959,5928.34,110.04,0.0176072,-0.000612335,0.0100669,-1009.2,7099.37,60.2381
278,0,,,,,,,-0.00264809,-0.00111972,0.000458036,-587.325,2599.67,117.393,0.129149,0.0317599,3.41643,-792.695,3764.19,140.918,0.148059,0.0598631,3.39968,-900.375,4838.89,129.168,0.146977,0.0507549,3.30862,-932.131,5928.55,110.069,0.0188126,-0.000740858,0.0106851,-1009.17,7099.39,60.2284
279,0,,,,,,,-0.00284783,-0.000949394,0.00101935,-587.321,2599.7,117.385,0.129058,0.0316901,3.41652,-792.653,3764.11,140.934,0.139774,0.0536583,3.39918,-899.512,4838.56,129.415,0.14273,0.0536231,3.31102,-931.879,5928.2,109.924,0.0189775,-0.000650997,0.00958906,-1009.12,7099.37,60.1924
280,0,-0.476602,0.963476,-1.2974,-904.417,4897.33,75.8951,-0.00612271,-0.00116572,-0.000817596,-587.586,2599.41,117.891,0.128836,0.0318466,3.41662,-792.709,3763.96,140.972,0.142001,0.0554463,3.39934,-898.966,4837.97,129.325,0.143979,0.0536082,3.31238,-931.535,5927.71,109.815,0.0193216,-0.000532449,0.00789931,-1009.1,7099.29,60.1845
281,0,-0.498384,0.989531,-1.29097,-904.858,4897.46,74.9491,-0.0061328,-0.000962375,-0.00101581,-587.618,2599.37,117.903,0.128748,0.0317601,3.4167,-792.779,3763.87,141.028,0.140547,0.0544307,3.39936,-899.037,4837.97,129.327,0.143147,0.0534444,3.31237,-931.627,5927.7,109.807,0.0179004,-8.14016e-05,0.0071503,-1009.15,7099.28,60.1723
282,0,-0.508285,0.978896,-1.28177,-904.724,4897.56,75.3133,-0.00591925,0.00118921,-0.00187061,-587.854,2599.35,117.959,0.128827,0.0318819,3.41664,-792.82,3763.92,141.024,0.139441,0.0537161,3.39912,-899.713,4838.5,129.418,0.144575,0.0519787,3.31036,-932.014,5928.13,109.983,0.0170199,-7.47999e-05,0.00788581,-1009.21,7099.26,60.2176
283,0,-0.107526,-0.0546698,-2.92439,62.0282,1275.83,546.802,-0.00290751,-0.0013044,0.000129141,-587.341,2599.7,117.429,0.129126,0.0315567,3.41648,-792.778,3764.11,140.985,0.136511,0.0515376,3.3985,-900.05,4839.04,129.485,0.145808,0.0508852,3.30848,-932.239,5928.55,110.064,0.0166623,-9.35654e-05,0.00974246,-1009.25,7099.34,60.2465
284,0,-0.105253,-0.0487715,-2.92485,62.6599,1281.35,546.738,-0.00281083,-0.00125622,-0.000187656,-587.302,2599.73,117.426,0.129209,0.0315238,3.41638,-792.714,3764.29,140.927,0.137414,0.0524951,3.39868,-899.604,4838.95,129.535,0.146803,0.0517695,3.30975,-931.871,5928.42,110.074,0.0166976,-0.0006206,0.0113147,-1009.2,7099.39,60.2569
285,0,-0.103497,-0.0393963,-2.92262,64.2028,1286.15,546.336,-0.00603039,-0.00074547,-0.00165956,-587.547,2599.47,117.889,0.129118,0.0316363,3.41636,-792.644,3764.34,140.917,0.152415,0.063094,3.40071,-899.299,4838.33,129.129,0.143591,0.054443,3.31234,-931.4,5928.03,109.887,0.0167728,-0.000688596,0.0114152,-1009.12,7099.43,60.2422
286,0,-0.102502,-0.0389977,-2.92107,64.9501,1291.23,546.142,-0.00645365,-0.00211653,-0.001451,-587.467,2599.42,117.881,0.128978,0.031489,3.41641,-792.664,3764.22,140.928,0.146261,0.0591566,3.39981,-898.828,4838.06,129.29,0.144714,0.0542056,3.31292,-931.301,5927.78,109.853,0.0166001,-0.00105417,0.00971265,-1009.07,7099.42,60.2203
287,0,-0.0871136,-0.065525,-2.9121,65.1,1296.63,546.712,-0.00607473,-0.000303532,-0.00135423,-587.666,2599.34,117.926,0.128975,0.0317874,3.41649,-792.739,3764.01,140.98,0.151586,0.0623706,3.40087,-899.72,4838.22,129.118,0.144895,0.0529497,3.31152,-931.715,5927.96,109.925,0.0168549,-0.000744193,0.00809114,-1009.08,7099.36,60.1886
288,0,-0.106605,-0.0424859,-2.92475,63.684,1300.92,545.937,-0.00298453,-0.00147979,0.000630707,-587.358,2599.59,117.42,0.128894,0.0318481,3.41658,-792.819,3763.88,141.016,0.137446,0.0524034,3.39858,-900.011,4838.71,129.426,0.145607,0.0510084,3.30911,-932.231,5928.32,110.026,0.0169303,-0.000211891,0.00729327,-1009.14,7099.33,60.2017
289,0,-0.109603,-0.0355256,-2.93533,62.8259,1306.32,545.784,-0.00262122,-0.00138667,1.02643e-05,-587.393,2599.62,117.422,0.12902,0.0320027,3.41659,-792.876,3763.91,140.992,0.137236,0.0521751,3.39861,-899.954,4838.65,129.449,0.144933,0.0514385,3.3095,-932.219,5928.28,110.013,0.0172412,0.000126021,0.00730953,-1009.22,7099.31,60.2008
290,0,-0.103423,-0.043985,-2.92122,64.7949,1311.23,545.335,-0.00593359,-0.000488835,-0.00161683,-587.726,2599.38,117.9,0.129138,0.0317946,3.41659,-792.849,3764.05,140.964,0.140742,0.0542861,3.39946,-899.278,4838.28,129.383,0.142555,0.0541333,3.31203,-931.728,5927.91,109.859,0.017435,-0.000293085,0.00866894,-1009.21,7099.35,60.2153
291,0,-0.105673,-0.0241237,-2.93386,65.7597,1315.91,544.66,-0.00631144,-0.00199911,-0.00148092,-587.58,2599.43,117.875,0.129262,0.0315586,3.41654,-792.793,3764.17,140.907,0.142034,0.0555585,3.39909,-898.805,4838.11,129.356,0.141981,0.0551317,3.31295,-931.441,5927.77,109.765,0.0177227,-0.000340301,0.00991564,-1009.18,7099.37,60.2268
292,0,-0.0801757,-0.0794269,-2.90982,65.3553,1321.89,546.262,-0.00601538,-0.000451898,-0.0014467,-587.658,2599.4,117.909,0.129162,0.0316268,3.41643,-792.703,3764.18,140.933,0.140736,0.0543624,3.39924,-899.133,4838.46,129.406,0.143551,0.0539396,3.31192,-931.577,5928.01,109.876,0.0180235,-0.000864601,0.0099861,-1009.1,7099.39,60.2249
293,0,-0.113832,-0.061842,-2.92477,64.1097,1326.21,545.625,-0.00280413,-0.000857328,0.00055129,-587.311,2599.67,117.403,0.129075,0.0317287,3.41648,-792.65,3764.1,140.945,0.137708,0.0525389,3.3984,-899.838,4838.94,129.457,0.146687,0.0509912,3.30925,-932.064,5928.47,110.051,0.0174424,-0.000897479,0.00966539,-1009.09,7099.39,60.2012
294,0,-0.108438,-0.0337387,-2.93209,62.9436,1331.16,545.542,-0.00274684,-0.000713972,0.000593229,-587.316,2599.69,117.411,0.129048,0.0317683,3.4165,-792.667,3764.03,140.968,0.145914,0.0586422,3.39955,-900.354,4838.88,129.231,0.146455,0.0508504,3.30861,-932.226,5928.54,110.08,0.0183203,-0.00053288,0.00887137,-1009.12,7099.35,60.2192
295,0,-0.103077,-0.039088,-2.92131,64.4507,1335.79,545.349,-0.00298095,-0.00111041,0.000435691,-587.316,2599.72,117.403,0.129049,0.0316998,3.41658,-792.747,3764.06,140.963,0.137738,0.0524697,3.39914,-899.434,4838.46,129.467,0.145877,0.0520791,3.31083,-931.84,5928.07,109.956,0.0181951,-0.000174949,0.00794018,-1009.14,7099.33,60.1947
296,0,-0.0967105,0.0107013,-2.92928,65.5745,1341.41,545.325,-0.00639333,-0.00184269,-0.00160569,-587.542,2599.45,117.867,0.129049,0.0315344,3.41657,-792.796,3764.12,140.946,0.142076,0.0559278,3.39933,-898.833,4837.93,129.339,0.141263,0.0552087,3.31306,-931.49,5927.68,109.77,0.0183697,-0.000233597,0.00795372,-1009.15,7099.31,60.2061
297,0,-0.101715,-0.0400032,-2.92216,65.3888,1345.65,544.963,-0.00623614,-0.00171012,-0.00189202,-587.547,2599.44,117.87,0.129301,0.0316885,3.41659,-792.798,3764.16,140.942,0.142455,0.0560884,3.39934,-898.913,4838.04,129.343,0.144765,0.0535767,3.31252,-931.467,5927.73,109.84,0.0186591,-0.000370163,0.0087453,-1009.17,7099.32,60.2037
298,0,-0.104541,-0.0566863,-2.9229,64.4278,1350.67,544.949,-0.00315179,-0.00171097,0.000161142,-587.302,2599.67,117.391,0.129171,0.0317366,3.41643,-792.76,3764.13,140.946,0.140345,0.0542999,3.39926,-899.61,4838.61,129.414,0.145436,0.0524225,3.31049,-931.884,5928.2,109.995,0.0181217,-0.000388124,0.00965106,-1009.18,7099.35,60.2286
299,0,-0.104292,-0.0389347,-2.9228,64.0165,1355.35,545.026,-0.00288083,-0.00121268,0.000629078,-587.339,2599.63,117.441,0.129016,0.0316846,3.41641,-792.723,3764.08,140.972,0.135585,0.050938,3.39815,-899.925,4839.02,129.541,0.143675,0.0522608,3.3091,-932.199,5928.56,110.053,0.0176238,-0.000719393,0.00987605,-1009.18,7099.4,60.2304
300,0,-0.105574,-0.0424224,-2.92301,64.6624,1360.07,544.699,-0.0030044,-0.0010952,0.000513438,-587.363,2599.61,117.416,0.128942,0.0318109,3.41639,-792.711,3764.05,140.973,0.137695,0.0522268,3.39874,-899.596,4838.76,129.499,0.145985,0.0521479,3.31027,-931.918,5928.29,110.035,0.0168769,-0.000450207,0.00976873,-1009.17,7099.4,60.2418
301,0,-0.101936,-0.0426741,-2.92281,66.2858,1365.08,544.321,-0.00631351,-0.00106414,-0.00120454,-587.63,2599.37,117.913,0.129134,0.0317611,3.41642,-792.716,3764.08,140.963,0.139775,0.0535739,3.39905,-898.935,4838.26,129.449,0.14469,0.0537645,3.31218,-931.502,5927.85,109.889,0.0162716,-0.000615433,0.00923202,-1009.13,7099.38,60.2326
302,0,-0.103596,-0.0445232,-2.92317,66.8563,1370,544.031,-0.00649409,-0.00171054,-0.00134034,-587.561,2599.4,117.892,0.129165,0.0318252,3.41652,-792.743,3764.1,140.949,0.139866,0.0542856,3.39905,-898.791,4838.08,129.392,0.144357,0.0536289,3.31261,-931.439,5927.75,109.831,0.0168606,-0.000296618,0.00846264,-1009.14,7099.34,60.2025
303,0,-0.104151,-0.0453823,-2.92109,66.284,1374.97,543.994,-0.00619102,0.000300623,-0.00181907,-587.72,2599.42,117.918,0.129075,0.0317954,3.41657,-792.739,3764.06,140.944,0.139602,0.0538019,3.39925,-899.401,4838.45,129.438,0.144098,0.0529851,3.31122,-931.812,5928.04,109.942,0.0174489,-0.000122014,0.0080855,-1009.18,7099.3,60.2085
304,0,-0.105604,-0.0274954,-2.90943,65.599,1380.59,543.783,-0.00281092,-0.00114165,0.000113726,-587.317,2599.68,117.406,0.128953,0.0317746,3.4166,-792.75,3764.01,140.967,0.136265,0.0515851,3.39838,-900.006,4838.87,129.455,0.145801,0.0506182,3.30857,-932.225,5928.44,110.04,0.0174039,0.000356164,0.00851334,-1009.26,7099.32,60.215
305,0,-0.104185,0.0038542,-2.91245,66.0558,1385.73,543.875,-0.00284281,-0.000913767,0.000436741,-587.356,2599.66,117.398,0.129053,0.0316944,3.41656,-792.754,3763.99,140.978,0.137592,0.0524303,3.39858,-899.921,4838.81,129.443,0.145736,0.0510308,3.3091,-932.144,5928.38,110.024,0.0166578,0.000177392,0.00896118,-1009.26,7099.33,60.2286
306,0,-0.103034,-0.0198493,-2.91391,66.5696,1390.68,543.055,-0.00583835,-0.000148988,-0.00125897,-587.726,2599.36,117.913,0.129181,0.0318129,3.41643,-792.784,3764.05,140.964,0.140607,0.0541173,3.3993,-899.227,4838.34,129.407,0.144448,0.0531259,3.31163,-931.645,5927.94,109.913,0.0165928,-0.000374372,0.00887934,-1009.17,7099.37,60.2236
307,0,-0.100773,-0.0106899,-2.91197,67.5737,1395.62,542.769,-0.00633486,-0.00199058,-0.00118069,-587.599,2599.37,117.89,0.129005,0.0317788,3.41651,-792.79,3764.13,140.939,0.139917,0.0541408,3.39889,-898.746,4838.11,129.411,0.14426,0.0539132,3.31272,-931.402,5927.76,109.839,0.0162112,-0.000903623,0.00896074,-1009.04,7099.4,60.1927
308,0,-0.10583,-0.0250432,-2.90888,66.9951,1400.26,543.077,-0.00630049,-0.000625634,-0.00171694,-587.671,2599.39,117.889,0.129206,0.031663,3.41653,-792.766,3764.17,140.939,0.140342,0.05405,3.39933,-899.16,4838.41,129.418,0.14499,0.0531303,3.3118,-931.585,5927.98,109.923,0.0126583,0.00202034,0.00789828,-1009.15,7099.36,60.3492
309,0,-0.106025,-0.0277867,-2.9084,65.9697,1405.06,543.356,-0.00301999,-0.0013924,1.2332e-05,-587.28,2599.7,117.418,0.129171,0.0317442,3.41645,-792.709,3764.13,140.95,0.14577,0.058475,3.39958,-900.058,4838.76,129.263,0.142687,0.053347,3.30989,-932.07,5928.4,109.994,0.0174395,-0.000768934,0.0085627,-1009.05,7099.37,60.1847
310,0,-0.106141,-0.0206917,-2.91487,65.4383,1410.19,543.461,-0.00291666,-0.00111917,0.000277673,-587.271,2599.71,117.421,0.128966,0.0316932,3.41646,-792.677,3764.07,140.967,0.138078,0.0528299,3.39854,-899.888,4838.83,129.476,0.146279,0.0511169,3.30917,-932.11,5928.38,110.064,0.0173423,-9.83151e-06,0.00874128,-1009.16,7099.32,60.2214
311,0,-0.105077,-0.024525,-2.90899,66.5804,1414.63,543.165,-0.00615178,0.00029889,-0.00134686,-587.701,2599.4,117.922,0.128898,0.0318015,3.4165,-792.698,3764.01,140.982,0.140998,0.0546578,3.39946,-899.372,4838.37,129.416,0.144586,0.0530713,3.31135,-931.729,5927.97,109.932,0.0172554,-2.63144e-05,0.00896135,-1009.23,7099.3,60.2162
312,0,-0.101545,-0.00949888,-2.91289,67.1784,1419.64,542.83,-0.00639479,-0.00158958,-0.000930424,-587.566,2599.37,117.909,0.129033,0.0318262,3.41651,-792.733,3764.01,140.977,0.152475,0.0636019,3.40069,-899.229,4837.86,129.055,0.144508,0.0535962,3.31268,-931.436,5927.68,109.833,0.0168098,0.000297784,0.00886125,-1009.24,7099.32,60.2304
313,0,-0.104838,0.00254402,-2.91128,67.5057,1424.58,543.108,-0.00614957,-0.00108751,-0.00121623,-587.627,2599.38,117.889,0.128917,0.0318354,3.41643,-792.759,3764.06,140.962,0.141402,0.0547292,3.39933,-899.02,4838.19,129.379,0.144357,0.0535696,3.31217,-931.524,5927.81,109.873,0.0170451,-0.000346555,0.0089854,-1009.18,7099.35,60.2303
314,0,-0.107814,-0.0471309,-2.91049,66.2053,1429.28,542.784,-0.0055929,0.00190144,-0.00165588,-587.838,2599.37,117.916,0.129069,0.0318445,3.41647,-792.742,3764.13,140.943,0.137048,0.0520313,3.39867,-899.647,4838.8,129.473,0.143296,0.0531269,3.31028,-932.006,5928.34,109.954,0.0173387,-0.000326514,0.00917361,-1009.15,7099.4,60.2044
315,0,-0.107223,-0.0344541,-2.91071,65.6699,1434.25,542.849,-0.00275715,-0.00107782,0.000349597,-587.321,2599.69,117.396,0.129269,0.0316387,3.41648,-792.717,3764.18,140.912,0.136188,0.051281,3.39825,-900.023,4839.05,129.467,0.144506,0.051715,3.30855,-932.228,5928.6,110.028,0.0175382,-0.00037233,0.00917157,-1009.12,7099.4,60.1995
316,0,-0.106701,-0.0407529,-2.9095,66.792,1439.22,542.461,-0.00276832,-0.000953427,4.75092e-05,-587.338,2599.69,117.384,0.129206,0.0317289,3.41658,-792.758,3764.14,140.927,0.138704,0.0530742,3.39887,-899.634,4838.65,129.415,0.142161,0.0537775,3.31075,-931.99,5928.25,109.931,0.0184325,3.65064e-05,0.00912694,-1009.16,7099.33,60.1974
317,0,-0.107876,-0.0520341,-2.9092,68.0486,1444.1,541.905,-0.00608143,-0.000924291,-0.00158497,-587.642,2599.38,117.881,0.129178,0.0316906,3.4166,-792.811,3764.05,140.95,0.141353,0.0547438,3.39923,-899.031,4838.04,129.325,0.144377,0.0533477,3.31231,-931.57,5927.74,109.831,0.0181112,0.000276431,0.00883841,-1009.2,7099.26,60.2233
318,0,-0.104889,-0.0286111,-2.90935,68.4754,1448.74,541.763,-0.00609411,-0.00133408,-0.0014356,-587.624,2599.37,117.899,0.12903,0.031887,3.4167,-792.834,3763.99,140.963,0.141168,0.054782,3.39916,-898.949,4837.96,129.339,0.143121,0.053791,3.31257,-931.568,5927.67,109.81,0.0168912,0.000294814,0.00852522,-1009.24,7099.23,60.2307
319,0,-0.104046,-0.0424367,-2.92251,67.6836,1452.77,541.979,-0.0059938,0.000800052,-0.00172343,-587.777,2599.36,117.934,0.129019,0.0318088,3.41662,-792.796,3764,140.975,0.140261,0.0540994,3.39942,-899.537,4838.47,129.389,0.141692,0.0539572,3.31134,-931.922,5928.1,109.901,0.0165757,0.000238351,0.00892034,-1009.24,7099.27,60.2167
320,0,-0.105169,-0.0464232,-2.92185,67.0014,1457.6,542.091,-0.00301384,-0.001344,0.000302422,-587.32,2599.69,117.418,0.128976,0.0318436,3.41648,-792.739,3764.1,140.952,0.137355,0.0523105,3.39848,-899.939,4838.96,129.486,0.146264,0.0510128,3.3089,-932.144,5928.47,110.066,0.0164569,-0.000307932,0.00900903,-1009.19,7099.38,60.2241
321,0,-0.107203,-0.0609723,-2.91986,67.2929,1462.74,541.971,-0.00307732,-0.00116481,0.000370055,-587.315,2599.72,117.387,0.129196,0.0315603,3.41641,-792.705,3764.21,140.927,0.145949,0.0585687,3.39958,-899.935,4838.85,129.271,0.143532,0.053302,3.31012,-931.966,5928.42,109.996,0.0162379,-0.000689813,0.00944436,-1009.1,7099.48,60.2205
322,0,-0.104648,-0.0429631,-2.91999,68.5677,1467.4,541.883,-0.00632333,-0.000459222,-0.00116709,-587.637,2599.43,117.883,0.129186,0.0318058,3.41643,-792.711,3764.21,140.916,0.141175,0.0546271,3.3993,-899.028,4838.4,129.416,0.145844,0.0533046,3.31196,-931.479,5927.95,109.92,0.0163407,-0.00106959,0.00900618,-1009.05,7099.48,60.1993
323,0,-0.104966,-0.0479175,-2.92038,68.8942,1472.12,541.769,-0.00643527,-0.00175173,-0.000986566,-587.562,2599.41,117.875,0.129079,0.0318752,3.41649,-792.744,3764.12,140.942,0.141362,0.055159,3.39907,-898.774,4838.08,129.376,0.145006,0.0538597,3.31272,-931.383,5927.74,109.846,0.0164201,-0.000619365,0.0087096,-1009.05,7099.4,60.2034
324,0,-0.105267,-0.0444666,-2.92074,68.2762,1476.78,541.895,-0.00610996,5.00857e-05,-0.00147959,-587.704,2599.33,117.896,0.128939,0.0319055,3.41652,-792.747,3763.98,140.967,0.151689,0.0621308,3.40079,-899.72,4838.21,129.107,0.144377,0.0529394,3.31161,-931.72,5927.95,109.911,0.0154763,-3.04944e-05,0.00805152,-1009.12,7099.29,60.2094
325,0,-0.114752,-0.0648508,-2.92377,67.5972,1481.76,542.281,-0.002879,-0.00115619,0.000211826,-587.348,2599.61,117.416,0.129079,0.0318253,3.41656,-792.767,3763.94,140.98,0.138555,0.0530062,3.39858,-899.998,4838.78,129.41,0.145597,0.0509289,3.30912,-932.181,5928.37,110.034,0.0152811,0.000399124,0.00835273,-1009.21,7099.23,60.2208
326,0,-0.106129,-0.0434147,-2.92117,67.3214,1486.28,541.962,-0.00293841,-0.00117669,-7.10641e-06,-587.334,2599.64,117.409,0.129075,0.0317898,3.41656,-792.792,3764.01,140.978,0.136684,0.0516566,3.39844,-899.947,4838.84,129.457,0.14581,0.0510368,3.30902,-932.166,5928.4,110.046,0.0151885,0.000515251,0.00899786,-1009.25,7099.28,60.2313
327,0,-0.102224,-0.00858244,-2.92168,68.6751,1491.74,541.979,-0.00590761,6.61823e-05,-0.00230256,-587.706,2599.39,117.922,0.129133,0.0316697,3.4166,-792.804,3764.14,140.933,0.139325,0.0532999,3.39926,-899.278,4838.44,129.445,0.145085,0.0526911,3.3113,-931.701,5928,109.927,0.0165403,0.000315928,0.00910836,-1009.23,7099.34,60.2365
328,0,-0.101416,-0.0261235,-2.92783,69.0018,1496.61,541.242,-0.00618445,-0.00167278,-0.00187015,-587.561,2599.44,117.864,0.129131,0.0316148,3.41651,-792.789,3764.22,140.913,0.141262,0.0549268,3.39918,-898.804,4838.13,129.365,0.144266,0.0536634,3.31266,-931.398,5927.77,109.835,0.0169369,-0.000131067,0.00904311,-1009.17,7099.41,60.2175
329,0,-0.104479,-0.0436787,-2.92076,69.1788,1501.25,541.11,-0.00597859,-0.000571102,-0.00153869,-587.626,2599.43,117.879,0.12916,0.0315918,3.41642,-792.716,3764.2,140.917,0.146616,0.0586049,3.4,-899.258,4838.26,129.213,0.145129,0.0533397,3.31188,-931.508,5927.91,109.879,0.0174486,-0.000657548,0.00886126,-1009.1,7099.41,60.2032
330,0,-0.113078,-0.0637791,-2.92413,68.6195,1506.34,541.463,-0.00547557,0.0023752,-0.00161797,-587.844,2599.39,117.923,0.129061,0.0316473,3.41647,-792.662,3764.11,140.934,0.149317,0.0613394,3.40005,-900.122,4838.65,129.15,0.142929,0.0530887,3.31018,-932.034,5928.37,109.975,0.0176024,-0.000777575,0.0088595,-1009.08,7099.39,60.1892
331,0,-0.103369,0.00220334,-2.92037,67.9626,1510.01,541.231,-0.00295794,-0.000848751,0.00103077,-587.335,2599.67,117.373,0.128933,0.0316191,3.41653,-792.687,3764.01,140.958,0.148249,0.0601782,3.39984,-900.422,4838.77,129.136,0.146244,0.050516,3.3086,-932.2,5928.47,110.051,0.0172585,-0.00046361,0.00874875,-1009.13,7099.35,60.1975
332,0,-0.0986271,0.0659297,-2.92225,69.5537,1515.37,541.623,-0.00315582,-0.00141999,0.000778342,-587.368,2599.64,117.405,0.12906,0.0317447,3.4166,-792.781,3764,140.965,0.139365,0.0533541,3.39915,-899.58,4838.43,129.397,0.1449,0.0521179,3.31071,-931.92,5928.07,109.951,0.0182605,-0.000224215,0.00838588,-1009.19,7099.28,60.2052
333,0,-0.0971257,0.0313932,-2.92023,70.2165,1519.75,540.692,-0.00650003,-0.00201848,-0.00112712,-587.637,2599.37,117.883,0.129043,0.0317362,3.41665,-792.848,3764.01,140.985,0.139799,0.0537986,3.39899,-898.91,4837.95,129.382,0.143489,0.0537999,3.3126,-931.552,5927.68,109.815,0.0184647,-0.000264607,0.00845255,-1009.2,7099.27,60.2238
334,0,-0.100948,0.00400735,-2.91973,70.4115,1525.03,540.539,-0.00653481,-0.00192791,-0.00147479,-587.61,2599.37,117.874,0.129138,0.0318158,3.41656,-792.843,3764.07,140.956,0.141435,0.055212,3.3992,-898.939,4837.98,129.349,0.144058,0.0535157,3.31246,-931.512,5927.69,109.83,0.0179738,-0.000495024,0.00839486,-1009.18,7099.29,60.2079
